impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-103787,A542119,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,Black Skyway,Dead Cat,5 YEARS,Neutered Male,Domestic Shorthair,Black / White,10/11/2017 12:00:00 AM,Received on,7400 S 116TH PL,SEATTLE,WA,98178,KING COUNTY,,,,Image Copyright HLP Inc. 2017,"7400 S 116TH PL
SEATTLE, WA 98178
","Received on: 2017-10-11<p></p> Found Near: 7400 S 116TH PL, SEATTLE WA 98178<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 5 YEARS<p></p>"
K17-103037,A539257,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A539257,Meowtropolitan,Pooh,Cat,7 YEARS 1 MONTH,Spayed Female,Domestic Longhair,Black / White,09/20/2017 12:00:00 AM,Received on,2600 CENTER ST,TACOMA,WA,98409,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539257,Image Copyright HLP Inc. 2017,"2600 CENTER ST
TACOMA, WA 98409
","Received on: 2017-09-20<p></p> Found Near: 2600 CENTER ST, TACOMA WA 98409<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 7 YEARS 1 MONTH<p></p> Current Location: Meowtropolitan<p></p>"
K13-066766,A407026,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Kiki,Cat,14 YEARS 9 MONTHS,Spayed Female,Domestic Shorthair,Black,05/11/2013 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A407026,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2013-05-11<p></p> Description: Black Spayed Female Domestic Shorthair Cat<p></p> Age: 14 YEARS 9 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Hi, my name if Kiki.  I am a 10 year old lady who came to the shelter because my previous owner had to move and could not take me along.  If you love black kitties and you are looking for a calm influence, I could be the one for you.<p></p><p></p>I am slightly reserved but appreciate the attention you give me and like to have you pet my head.  I would do best in a home with no small children as I can be just a little bit shy.  I will make a good companion for the right person, so please come and see me soon.<p></p><p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-103630,A541496,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779297,LOST,Ouss,Cat,,Male,Domestic Shorthair,Unknown,09/25/2017 12:00:00 AM,Date Lost,10700 5TH AVE NW,SEATTLE,WA,98177,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779297,Image Copyright HLP Inc. 2017,"10700 5TH AVE NW
SEATTLE, WA 98177
",
K17-103310,A539945,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775736,LOST,Josie,Dog,,Female,Jack Russell Terrier,Unknown,09/27/2017 12:00:00 AM,Date Lost,6900 S 228TH ST,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775736,Image Copyright HLP Inc. 2017,"6900 S 228TH ST
KENT, WA 98032
",
K17-103599,A541333,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779124,LOST,Tom,Cat,,Female,Domestic Mediumhair,Unknown,10/01/2017 12:00:00 AM,Date Lost,15800 SE 148TH ST,RENTON,WA,98059,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779124,Image Copyright HLP Inc. 2017,"15800 SE 148TH ST
RENTON, WA 98059
",
K17-103629,A541495,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779295,LOST,Glasgow,Cat,,Male,Domestic Shorthair,Unknown,09/25/2017 12:00:00 AM,Date Lost,10700 5TH AVE NW,SEATTLE,WA,98177,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779295,Image Copyright HLP Inc. 2017,"10700 5TH AVE NW
SEATTLE, WA 98177
",
K17-103895,A542562,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1782284,LOST,Mack,Dog,,Male,Labrador Retriever,Unknown,10/13/2017 12:00:00 AM,Date Lost,21900 256TH AVE SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1782284,Image Copyright HLP Inc. 2017,"21900 256TH AVE SE
MAPLE VALLEY, WA 98038
",
K17-104293,A544207,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787379,LOST,Jera,Dog,,Female,Whippet,Unknown,10/11/2017 12:00:00 AM,Date Lost,8622 161ST E,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787379,Image Copyright HLP Inc. 2017,"8622 161ST E
",
K17-104307,A544220,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787541,In Public Home,,Dog,,Male,Rat Terrier,White / Black,10/27/2017 12:00:00 AM,Date Found,S 138 ST CLOSE TO MILITARY RD SO,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787541,Image Copyright HLP Inc. 2017,"S 138 ST CLOSE TO MILITARY RD SO
",
K17-103551,A541066,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1778616,LOST,Mayhem,Cat,,Male,Domestic Shorthair,Unknown,10/02/2017 12:00:00 AM,Date Lost,20402 106TH AVE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1778616,Image Copyright HLP Inc. 2017,"20402 106TH AVE
",
K17-104178,A543741,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1786122,LOST,Winter,Cat,,Female,Domestic Shorthair,Unknown,10/23/2017 12:00:00 AM,Date Lost,ISLAND AIRE APTS,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1786122,Image Copyright HLP Inc. 2017,"ISLAND AIRE APTS
",
K17-103459,A540741,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777652,LOST,Russell,Dog,,Male,Jack Russell Terrier,Unknown,10/02/2017 12:00:00 AM,Date Lost,19600 15TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777652,Image Copyright HLP Inc. 2017,"19600 15TH AVE NE
SHORELINE, WA 98155
",
K17-103738,A541867,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780466,LOST,Charlie,Dog,,Male,Labrador Retriever,Unknown,10/09/2017 12:00:00 AM,Date Lost,27100 309TH AVE SE,RAVENSDALE,WA,98051,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780466,Image Copyright HLP Inc. 2017,"27100 309TH AVE SE
RAVENSDALE, WA 98051
",
K17-104435,A544845,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788992,LOST,Oreo,Cat,,Male,Domestic Shorthair,Unknown,10/25/2017 12:00:00 AM,Date Lost,,,WA,95034,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788992,Image Copyright HLP Inc. 2017,"WA 95034
",
K17-103594,A541262,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779043,LOST,Tori,Cat,,Female,Domestic Mediumhair,Unknown,09/29/2017 12:00:00 AM,Date Lost,300 N 77TH ST,SEATTLE,WA,98103,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779043,Image Copyright HLP Inc. 2017,"300 N 77TH ST
SEATTLE, WA 98103
",
K17-104124,A543460,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1785411,LOST,Simba,Cat,,Male,Domestic Shorthair,Unknown,10/15/2017 12:00:00 AM,Date Lost,15900 19TH AVE SW,BURIEN,WA,98166,BURIEN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1785411,Image Copyright HLP Inc. 2017,"15900 19TH AVE SW
BURIEN, WA 98166
",
K17-104374,A544464,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788278,In Public Home,,Cat,,,Domestic Mediumhair,Black / White,10/29/2017 12:00:00 AM,Date Found,"15138 65TH AVENUE SOUTH, 115",,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788278,Image Copyright HLP Inc. 2017,"15138 65TH AVENUE SOUTH, 115
",
K17-104483,A545126,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1789761,LOST,Holly Bailey,Cat,,Female,American Shorthair,Unknown,11/01/2017 12:00:00 AM,Date Lost,2100 223RD PL NE,SAMMAMISH,WA,98074,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1789761,Image Copyright HLP Inc. 2017,"2100 223RD PL NE
SAMMAMISH, WA 98074
",
K17-103609,A541438,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779173,In Public Home,,Cat,,Male,Domestic Shorthair,Black / White,10/01/2017 12:00:00 AM,Date Found,ROSE HILL AREA,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779173,Image Copyright HLP Inc. 2017,"ROSE HILL AREA
",
K17-103673,A541532,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779563,LOST,Mimosa,Cat,,Female,Domestic Mediumhair,Unknown,09/26/2017 12:00:00 AM,Date Lost,,E LK SAMMAMISH PK,,,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779563,Image Copyright HLP Inc. 2017,"E LK SAMMAMISH PK
",
K17-104239,A544079,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787015,LOST,Miemie,Cat,,Female,Domestic Mediumhair,Unknown,10/03/2017 12:00:00 AM,Date Lost,23200 140TH AVE SE,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787015,Image Copyright HLP Inc. 2017,"23200 140TH AVE SE
KENT, WA 98042
",
K17-104235,A544073,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1786871,LOST,Toeby,Cat,,Male,Maine Coon,Unknown,10/09/2017 12:00:00 AM,Date Lost,17600 SE 296TH ST,KENT,WA,98042,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1786871,Image Copyright HLP Inc. 2017,"17600 SE 296TH ST
KENT, WA 98042
",
K17-104609,A545564,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1791023,LOST,Bear,Cat,,Male,Domestic Shorthair,Unknown,11/02/2017 12:00:00 AM,Date Lost,4500 112TH AVE NE,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1791023,Image Copyright HLP Inc. 2017,"4500 112TH AVE NE
KIRKLAND, WA 98033
",
K17-104346,A544245,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787755,LOST,Tootie,Dog,,Female,Miniature Pinscher,Unknown,10/26/2017 12:00:00 AM,Date Lost,21400 48TH AVE W,MOUNTLAKE TERRACE,WA,98043,SNOHOMISH COUNT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787755,Image Copyright HLP Inc. 2017,"21400 48TH AVE W
MOUNTLAKE TERRACE, WA 98043
",
K17-103725,A541858,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780307,In Public Home,,Dog,,,Pit Bull,Unknown,10/07/2017 12:00:00 AM,Date Found,13500 433RD PL SE,NORTH BEND,WA,98045,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780307,Image Copyright HLP Inc. 2017,"13500 433RD PL SE
NORTH BEND, WA 98045
",
K17-104244,A544081,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787044,LOST,Bloomsbury,Cat,,Female,American Shorthair,Unknown,10/12/2017 12:00:00 AM,Date Lost,,,,33133,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787044,Image Copyright HLP Inc. 2017,"33133
",
K17-103705,A541719,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780046,In Public Home,,Dog,,Male,Labrador Retriever,Brown / White,10/08/2017 12:00:00 AM,Date Found,19600 19TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780046,Image Copyright HLP Inc. 2017,"19600 19TH AVE NE
SHORELINE, WA 98155
",
K17-103625,A541491,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779241,LOST,Butch,Cat,,Male,Pixiebob Shorthair,Unknown,10/04/2017 12:00:00 AM,Date Lost,18800 SE 168TH ST,RENTON,WA,98058,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779241,Image Copyright HLP Inc. 2017,"18800 SE 168TH ST
RENTON, WA 98058
",
K17-103747,A541953,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780618,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Unknown,10/10/2017 12:00:00 AM,Date Found,,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780618,Image Copyright HLP Inc. 2017,,
K17-103326,A539996,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1776017,LOST,Cat,Cat,,Female,Domestic Mediumhair,Unknown,09/26/2017 12:00:00 AM,Date Lost,AT HOME ADDRESS,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1776017,Image Copyright HLP Inc. 2017,"AT HOME ADDRESS
",
K17-103516,A540916,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1778124,LOST,Russell,Dog,,Male,Jack Russell Terrier,Unknown,10/01/2017 12:00:00 AM,Date Lost,19600 15TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1778124,Image Copyright HLP Inc. 2017,"19600 15TH AVE NE
SHORELINE, WA 98155
",
K17-103805,A542201,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1781408,In Public Home,,Dog,,Male,Shih Tzu,White / Black,10/11/2017 12:00:00 AM,Date Found,ISSAQUAH FALL CITY ROAD AND HIGHLANDS DR,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1781408,Image Copyright HLP Inc. 2017,"ISSAQUAH FALL CITY ROAD AND HIGHLANDS DR
",
K17-104093,A543273,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1784835,LOST,Coco,Dog,,Female,Yorkshire Terrier,Unknown,10/08/2017 12:00:00 AM,Date Lost,36600 45TH AVE S,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1784835,Image Copyright HLP Inc. 2017,"36600 45TH AVE S
AUBURN, WA 98001
",
K17-104153,A543662,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1785894,In Public Home,,Dog,,,Border Collie,Black / Brown,10/23/2017 12:00:00 AM,Date Found,4700 227TH PL SE,SAMMAMISH,WA,98075,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1785894,Image Copyright HLP Inc. 2017,"4700 227TH PL SE
SAMMAMISH, WA 98075
",
K17-104421,A544785,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788875,LOST,Jake,Cat,,Male,Domestic Longhair,Unknown,10/31/2017 12:00:00 AM,Date Lost,20800 15TH AVE S,DES MOINES,WA,98198,DES MOINES,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788875,Image Copyright HLP Inc. 2017,"20800 15TH AVE S
DES MOINES, WA 98198
",
K17-103946,A542806,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1782906,LOST,Gizmo,Cat,,Male,Domestic Shorthair,Unknown,10/14/2017 12:00:00 AM,Date Lost,6700 24TH ST NE,TACOMA,WA,98422,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1782906,Image Copyright HLP Inc. 2017,"6700 24TH ST NE
TACOMA, WA 98422
",
K17-103456,A540727,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777535,In Public Home,,Cat,,Male,Domestic Shorthair,Black / White,09/25/2017 12:00:00 AM,Date Found,5600 S 362ND PL,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777535,Image Copyright HLP Inc. 2017,"5600 S 362ND PL
AUBURN, WA 98001
",
K17-103360,A540192,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1776451,LOST,Skye,Dog,,Female,French Bulldog,Unknown,09/28/2017 12:00:00 AM,Date Lost,27000 125TH AVE SE,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1776451,Image Copyright HLP Inc. 2017,"27000 125TH AVE SE
KENT, WA 98030
",
K17-103503,A540903,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1778079,LOST,Archie,Cat,,Male,Domestic Longhair,Unknown,10/03/2017 12:00:00 AM,Date Lost,13200 SE 233RD ST,KENT,WA,98042,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1778079,Image Copyright HLP Inc. 2017,"13200 SE 233RD ST
KENT, WA 98042
",
K17-104268,A544134,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787147,LOST,Indie,Cat,,Male,Siamese,Unknown,10/22/2017 12:00:00 AM,Date Lost,20100 SE 261ST CT,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787147,Image Copyright HLP Inc. 2017,"20100 SE 261ST CT
COVINGTON, WA 98042
",
K17-103392,A540369,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1776972,In Public Home,,Cat,,,American Shorthair,Brown,09/30/2017 12:00:00 AM,Date Found,10800 SE 218TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1776972,Image Copyright HLP Inc. 2017,"10800 SE 218TH ST
KENT, WA 98031
",
K17-103964,A542910,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1783253,LOST,Ace,Cat,,Male,Domestic Shorthair,Unknown,10/11/2017 12:00:00 AM,Date Lost,NE 25TH ST AND 162ND AVE NE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1783253,Image Copyright HLP Inc. 2017,"NE 25TH ST AND 162ND AVE NE
",
K17-103596,A541320,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779096,LOST,Leo,Cat,,Male,Domestic Shorthair,Unknown,10/05/2017 12:00:00 AM,Date Lost,1800 GRANT AVE S,RENTON,WA,98055,RENTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779096,Image Copyright HLP Inc. 2017,"1800 GRANT AVE S
RENTON, WA 98055
",
K17-103967,A542926,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1783329,LOST,Milo,Cat,,Male,Domestic Shorthair,Unknown,10/16/2017 12:00:00 AM,Date Lost,24200 NE 15TH WAY,SAMMAMISH,WA,98074,SAMMAMISH,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1783329,Image Copyright HLP Inc. 2017,"24200 NE 15TH WAY
SAMMAMISH, WA 98074
",
K17-104357,A544349,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787933,In Public Home,,Dog,,Male,Miniature Poodle,White / Unknown,10/29/2017 12:00:00 AM,Date Found,288TH ST AND 51ST AVE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787933,Image Copyright HLP Inc. 2017,"288TH ST AND 51ST AVE
",
K17-104492,A545143,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1789959,LOST,Dobby,Dog,,Male,Beagle,Unknown,11/03/2017 12:00:00 AM,Date Lost,EXIT 27 OFF OF I-90,STAN'S OVERLOO,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1789959,Image Copyright HLP Inc. 2017,"EXIT 27 OFF OF I-90
STAN'S OVERLOO
",
K17-103318,A539987,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775851,LOST,Sunny,Cat,,Male,Persian,Unknown,09/26/2017 12:00:00 AM,Date Lost,9500 117TH PL NE,KIRKLAND,WA,98033,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775851,Image Copyright HLP Inc. 2017,"9500 117TH PL NE
KIRKLAND, WA 98033
",
K17-104353,A544343,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1787913,LOST,Emmea,Cat,,Female,Domestic Mediumhair,Unknown,10/28/2017 12:00:00 AM,Date Lost,23300 114TH PL SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1787913,Image Copyright HLP Inc. 2017,"23300 114TH PL SE
KENT, WA 98031
",
K17-104533,A545178,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1790451,LOST,Zoe,Dog,,Female,Labrador Retriever,Unknown,11/05/2017 12:00:00 AM,Date Lost,20100 21ST AVE NW,SHORELINE,WA,98177,SHORELINE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1790451,Image Copyright HLP Inc. 2017,"20100 21ST AVE NW
SHORELINE, WA 98177
",
K17-104490,A545141,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1789906,LOST,Memphis,Dog,,Male,Pomeranian,Unknown,11/02/2017 12:00:00 AM,Date Lost,114TH AVE CT EAST AND 170TH ST EAST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1789906,Image Copyright HLP Inc. 2017,"114TH AVE CT EAST AND 170TH ST EAST
",
